Time;Zone;Hen;PackID
2020-02-15T10:18:30Z;Wintergarten;Hen_61;12_sp
2020-02-15T10:19:00Z;Litter;Hen_106;12_wb
2020-02-15T10:19:00Z;Litter;Hen_61;12_sp
2020-02-15T10:19:00Z;Wintergarten;Hen_68;11_sp
2020-02-15T10:19:00Z;Tier_2;Hen_86;10_sws
2020-02-15T10:19:00Z;Tier_2;Hen_98;11_sg
2020-02-15T10:19:30Z;Tier_2;Hen_10;12_ps
2020-02-15T10:19:30Z;Tier_2;Hen_106;12_wb
2020-02-15T10:19:30Z;Tier_2;Hen_14;11_pp
2020-02-15T10:19:30Z;Litter;Hen_21;10_gs
2020-02-15T10:19:30Z;Tier_2;Hen_47;11_wb
2020-02-15T10:20:00Z;Litter;Hen_14;11_pp
2020-02-15T10:20:00Z;Litter;Hen_98;11_sg
2020-02-15T10:20:30Z;Litter;Hen_68;11_sp
2020-02-15T10:20:59Z;Litter;Hen_80;11_gs
2020-02-15T10:21:00Z;Wintergarten;Hen_79;11_gg
2020-02-15T10:21:29Z;Ramp_Nestbox;Hen_18;11_bs
2020-02-15T10:21:30Z;Litter;Hen_18;11_bs
2020-02-15T10:21:30Z;Litter;Hen_75;12_bb
2020-02-15T10:21:30Z;Litter;Hen_79;11_gg
2020-02-15T10:21:30Z;Tier_2;Hen_95;12_sb
2020-02-15T10:22:00Z;Wintergarten;Hen_32;12_sws
2020-02-15T10:22:00Z;Litter;Hen_44;11_sws
2020-02-15T10:22:00Z;Litter;Hen_54;10_bs
2020-02-15T10:22:00Z;Wintergarten;Hen_84;10_ps
2020-02-15T10:22:30Z;Tier_2;Hen_36;11_sb
2020-02-15T10:22:30Z;Litter;Hen_66;12_pb
2020-02-15T10:22:30Z;Ramp_Nestbox;Hen_68;11_sp
2020-02-15T10:22:30Z;Wintergarten;Hen_94;10_sg
2020-02-15T10:23:00Z;Litter;Hen_10;12_ps
2020-02-15T10:23:00Z;Tier_2;Hen_107;10_ss
2020-02-15T10:23:00Z;Ramp_Nestbox;Hen_14;11_pp
2020-02-15T10:23:00Z;Litter;Hen_71;10_gg
2020-02-15T10:23:00Z;Litter;Hen_95;12_sb
2020-02-15T10:23:30Z;Tier_2;Hen_28;11_gb
2020-02-15T10:23:30Z;Wintergarten;Hen_66;12_pb
2020-02-15T10:23:30Z;Tier_2;Hen_68;11_sp
2020-02-15T10:24:00Z;Litter;Hen_66;12_pb
2020-02-15T10:24:00Z;Ramp_Nestbox;Hen_86;10_sws
2020-02-15T10:24:30Z;Litter;Hen_107;10_ss
2020-02-15T10:24:30Z;Litter;Hen_32;12_sws
